arm,rep,problem,solved,proof_lines,proof_decls,checks_pre_nudge,end,nudges,gave_up,ever_green_full,cost_full_first_green,spend_full,turns,tokens_in,tokens_out,tokens_cache_read,lean_check,check_snippet,grep_mathlib,search_mathlib,read,write,edit,spawn_calls,workers,worker_spend,add_fact,add_fact_workers,compactions
base,2,fatex_98,0,,,66,completed,17,1,0,,0.98672,476,566667,1113975,212668800,182,0,0,0,41,66,172,0,0,0.00000,0,0,1
base,2,fatex_100,0,,,61,budget_exceeded,7,1,0,,1.01230,178,166799,2906761,62521216,71,0,0,0,16,4,77,0,0,0.00000,0,0,0
grep,1,fatex_1,1,247,10,8,completed,0,0,1,0.06409,0.06619,43,78546,144804,5230720,8,0,21,0,18,2,6,0,0,0.00000,0,0,0
grep,1,fatex_3,1,525,23,16,completed,0,0,1,0.15054,0.15464,76,103468,320676,17989248,16,0,29,0,24,5,14,0,0,0.00000,0,0,0
grep,1,fatex_4,1,284,2,28,completed,0,0,1,0.23114,0.23681,135,237698,339848,38704640,28,0,82,0,35,4,25,0,0,0.00000,0,0,0
grep,1,fatex_5,1,142,1,7,completed,0,0,1,0.07191,0.07391,60,106793,131312,7926272,7,0,62,0,23,1,6,0,0,0.00000,0,0,0
grep,1,fatex_6,1,139,1,5,completed,0,0,1,0.05680,0.05846,55,98728,102831,5659136,5,0,57,0,16,2,3,0,0,0.00000,0,0,0
grep,1,fatex_7,1,49,1,2,completed,0,0,1,0.01928,0.01999,35,42804,36466,1352320,2,0,36,0,14,1,1,0,0,0.00000,0,0,0
grep,1,fatex_8,1,196,4,6,completed,0,0,1,0.04386,0.04633,50,96940,78521,3847040,6,0,44,0,15,2,4,0,0,0.00000,0,0,0
grep,1,fatex_9,1,219,2,8,completed,0,0,1,0.06586,0.06785,68,105794,106256,8316416,8,0,47,0,18,5,5,0,0,0.00000,0,0,0
grep,1,fatex_10,1,838,53,70,completed,0,0,1,0.62465,0.62726,303,278819,612110,148869376,70,0,99,0,77,1,93,0,0,0.00000,0,0,0
grep,1,fatex_11,1,388,30,6,completed,0,0,1,0.12264,0.12735,46,132666,285986,10250624,6,0,61,0,17,3,2,0,0,0.00000,0,0,0
grep,1,fatex_12,1,1891,40,59,completed,1,0,1,0.66161,0.66583,312,395290,788124,139221248,60,0,118,0,82,4,92,0,0,0.00000,0,0,1
grep,1,fatex_14,1,126,2,2,completed,0,0,1,0.03356,0.03473,31,57953,75499,1956736,2,0,25,0,16,1,1,0,0,0.00000,0,0,0
grep,1,fatex_16,1,376,2,24,completed,0,0,1,0.21836,0.22374,154,185420,315394,39096192,24,0,178,0,36,1,25,0,0,0.00000,0,0,0
grep,1,fatex_17,0,,,16,budget_exceeded,3,1,0,,1.00408,324,436251,1908389,145948032,79,0,97,0,73,4,102,0,0,0.00000,0,0,1
grep,1,fatex_18,0,,,141,budget_exceeded,0,0,0,,1.00036,510,466294,1081291,225829248,142,0,211,0,88,6,163,0,0,0.00000,0,0,1
grep,1,fatex_19,1,1808,214,96,completed,1,0,1,0.70510,0.70936,336,360626,799300,155383296,97,0,104,0,62,2,120,0,0,0.00000,0,0,1
grep,1,fatex_20,1,780,13,50,completed,0,0,1,0.47137,0.48121,190,293539,599082,97273984,50,0,131,0,40,10,42,0,0,0.00000,0,0,0
grep,1,fatex_21,1,69,1,3,completed,0,0,1,0.03202,0.03317,40,71368,56076,2669184,3,0,33,0,17,1,2,0,0,0.00000,0,0,0
grep,1,fatex_22,1,83,1,4,completed,0,0,1,0.03823,0.03992,41,63424,81341,2950272,4,0,36,0,12,0,4,0,0,0.00000,0,0,0
grep,1,fatex_24,1,700,44,66,completed,0,0,1,0.46625,0.48016,285,293276,484507,108371456,66,0,153,0,50,1,67,0,0,0.00000,0,0,0
grep,1,fatex_25,0,,,83,budget_exceeded,0,0,0,,1.00333,395,597738,1239787,204468096,83,0,125,0,101,4,126,0,0,0.00000,0,0,1
grep,1,fatex_26,1,695,14,31,completed,0,0,1,0.29666,0.30056,181,240323,375065,57818624,31,0,179,0,41,3,36,0,0,0.00000,0,0,0
grep,1,fatex_27,1,594,13,32,completed,0,0,1,0.34038,0.34460,170,218400,478810,64271232,32,0,94,0,71,6,33,0,0,0.00000,0,0,0
grep,1,fatex_28,0,,,56,budget_exceeded,2,1,0,,1.00317,377,557616,1469445,183448832,98,0,136,0,68,10,114,0,0,0.00000,0,0,1
grep,1,fatex_29,1,79,2,6,completed,0,0,1,0.07066,0.07284,115,133693,78597,11469056,6,0,141,0,25,2,3,0,0,0.00000,0,0,0
grep,1,fatex_30,1,85,1,6,completed,0,0,1,0.03618,0.03733,45,53767,76844,2959616,6,0,36,0,12,2,4,0,0,0.00000,0,0,0
grep,1,fatex_31,0,,,113,budget_exceeded,0,0,0,,1.00034,493,581388,1094804,218715264,113,0,151,0,110,4,155,0,0,0.00000,0,0,1
grep,1,fatex_32,0,,,80,budget_exceeded,1,0,0,,1.00148,410,446685,1561581,179179648,80,0,128,0,62,9,167,0,0,0.00000,0,0,1
grep,1,fatex_33,0,,,131,budget_exceeded,1,1,0,,1.00007,452,415451,1216535,214741888,154,0,77,0,45,15,194,0,0,0.00000,0,0,1
grep,1,fatex_34,0,,,65,budget_exceeded,8,1,0,,1.00109,308,423826,1502750,186066176,96,0,93,0,40,25,84,0,0,0.00000,0,0,1
grep,1,fatex_35,1,6,1,1,completed,0,0,1,0.00073,0.00080,6,3315,1066,14336,1,0,2,0,2,0,1,0,0,0.00000,0,0,0
grep,1,fatex_36,1,377,5,52,completed,0,0,1,0.39947,0.40590,245,254678,380534,94178048,52,0,97,0,63,4,59,0,0,0.00000,0,0,0
grep,1,fatex_37,0,,,121,budget_exceeded,1,0,0,,1.00944,447,459787,1689299,168595072,121,0,103,0,103,2,140,0,0,0.00000,0,0,1
grep,1,fatex_38,1,171,12,9,completed,0,0,1,0.07794,0.07996,65,77974,180486,6610816,9,0,45,0,19,6,3,0,0,0.00000,0,0,0
grep,1,fatex_39,1,222,5,16,completed,0,0,1,0.13920,0.14459,90,164083,242081,19228288,16,0,58,0,23,6,10,0,0,0.00000,0,0,0
grep,1,fatex_40,1,123,1,10,completed,0,0,1,0.08543,0.08787,126,117486,103646,15143808,10,0,113,0,33,2,8,0,0,0.00000,0,0,0
grep,1,fatex_41,0,,,57,budget_exceeded,2,1,0,,1.00031,486,594134,1131286,214417920,108,0,210,0,103,10,167,0,0,0.00000,0,0,1
grep,1,fatex_42,1,1284,65,43,completed,0,0,1,0.32749,0.32953,179,223047,434987,63038592,43,0,98,0,39,3,50,0,0,0.00000,0,0,0
grep,1,fatex_43,0,,,3,completed,7,1,0,,0.18527,117,177301,329848,24316544,13,0,94,0,29,3,8,0,0,0.00000,0,0,0
grep,1,fatex_44,0,,,71,budget_exceeded,1,1,0,,1.00192,435,713383,1183867,203773824,81,0,120,0,113,5,164,0,0,0.00000,0,0,1
grep,1,fatex_45,1,125,3,3,completed,0,0,1,0.08631,0.08835,94,133795,133956,11468160,3,0,115,0,26,1,2,0,0,0.00000,0,0,0
grep,1,fatex_46,1,58,1,5,completed,0,0,1,0.02837,0.02943,34,58854,53900,2176896,5,0,15,0,12,1,4,0,0,0.00000,0,0,0
grep,1,fatex_47,0,,,169,budget_exceeded,0,0,0,,1.00073,597,473131,874700,246275712,170,0,114,0,132,4,204,0,0,0.00000,0,0,1
grep,1,fatex_48,1,111,3,24,completed,0,0,1,0.15127,0.15381,127,158711,205494,26447872,24,0,64,0,39,2,23,0,0,0.00000,0,0,0
grep,1,fatex_49,1,124,3,3,completed,0,0,1,0.02770,0.02897,36,67097,48906,2099328,3,0,37,0,12,1,2,0,0,0.00000,0,0,0
grep,1,fatex_50,1,1272,40,128,completed,1,0,1,0.85803,0.86389,516,403140,823778,205997056,129,0,162,0,98,11,173,0,0,0.00000,0,0,1
grep,1,fatex_51,1,80,4,3,completed,0,0,1,0.04911,0.05069,50,117905,72900,4919168,3,0,51,0,20,2,1,0,0,0.00000,0,0,0
grep,1,fatex_52,1,61,1,4,completed,0,0,1,0.03715,0.03867,58,78100,56836,4223232,4,0,63,0,18,1,2,0,0,0.00000,0,0,0
grep,1,fatex_53,1,945,65,60,completed,0,0,1,0.42119,0.42786,234,289809,475083,90807808,60,0,122,0,41,2,62,0,0,0.00000,0,0,0
grep,1,fatex_54,1,102,2,3,completed,0,0,1,0.03514,0.03641,31,54447,80663,2214016,3,0,28,0,9,2,1,0,0,0.00000,0,0,0
grep,1,fatex_55,1,461,4,14,completed,0,0,1,0.18349,0.18672,83,171003,359760,22160896,14,0,82,0,28,4,14,0,0,0.00000,0,0,0
grep,1,fatex_56,0,,,14,completed,10,1,0,,0.35589,133,160614,667595,52312832,23,0,84,0,27,22,3,0,0,0.00000,0,0,0
grep,1,fatex_57,1,104,2,4,completed,0,0,1,0.06071,0.06285,73,84022,104190,7826560,4,0,77,0,28,1,4,0,0,0.00000,0,0,0
grep,1,fatex_58,1,337,7,36,completed,0,0,1,0.45313,0.46126,196,318435,531071,95708416,36,0,114,0,50,8,33,0,0,0.00000,0,0,0
grep,1,fatex_59,1,223,12,16,completed,0,0,1,0.10188,0.10707,95,134446,172700,14245248,16,0,72,0,24,2,13,0,0,0.00000,0,0,0
grep,1,fatex_61,1,520,13,101,completed,0,0,1,0.84412,0.84952,378,310789,626986,225161216,101,0,71,0,66,6,160,0,0,0.00000,0,0,0
grep,1,fatex_62,0,,,89,budget_exceeded,1,1,0,,1.00149,583,624320,890976,237362048,132,0,173,0,130,3,183,0,0,0.00000,0,0,1
grep,1,fatex_64,1,855,49,52,completed,1,0,1,0.59304,0.60233,291,385643,938026,102031488,52,0,95,0,112,8,51,0,0,0.00000,0,0,1
grep,1,fatex_65,0,,,105,budget_exceeded,1,1,0,,1.00162,535,635950,849831,240942592,141,0,141,0,93,2,195,0,0,0.00000,0,0,1
grep,1,fatex_66,0,,,52,budget_exceeded,1,1,0,,1.00210,393,469055,1252169,209224192,109,0,111,0,69,25,105,0,0,0.00000,0,0,1
grep,1,fatex_67,1,1182,54,67,completed,1,0,1,0.66417,0.66935,308,424476,767276,141102976,68,0,88,0,81,3,99,0,0,0.00000,0,0,1
grep,1,fatex_68,1,898,17,68,completed,1,0,1,0.81486,0.83634,359,796589,944608,164403968,70,0,106,0,124,9,97,0,0,0.00000,0,0,1
grep,1,fatex_69,0,,,104,budget_exceeded,1,1,0,,1.00111,556,577268,828066,245870464,152,0,165,0,83,7,187,0,0,0.00000,0,0,1
grep,1,fatex_70,1,71,1,2,completed,0,0,1,0.02016,0.02086,30,41092,42397,1153920,2,0,35,0,10,2,0,0,0,0.00000,0,0,0
grep,1,fatex_71,0,,,173,budget_exceeded,0,0,0,,1.00142,533,657195,956849,229105664,173,0,129,0,90,0,186,0,0,0.00000,0,0,1
grep,1,fatex_72,0,,,11,completed,40,1,0,,0.35029,185,233429,438716,69559680,35,0,76,0,32,0,31,0,0,0.00000,0,0,0
grep,1,fatex_73,0,,,17,budget_exceeded,14,1,0,,1.00133,479,616437,869209,239875712,146,0,142,0,82,0,167,0,0,0.00000,0,0,1
grep,1,fatex_74,0,,,6,completed,13,1,0,,0.11149,95,88864,200692,15307008,21,0,45,0,16,0,24,0,0,0.00000,0,0,0
grep,1,fatex_76,1,378,7,11,completed,0,0,1,0.18309,0.18815,128,208602,255259,31241216,11,0,86,0,44,2,11,0,0,0.00000,0,0,0
grep,1,fatex_78,0,,,24,completed,12,1,0,,0.19949,137,149067,345092,29282432,27,0,72,0,32,0,30,0,0,0.00000,0,0,0
grep,1,fatex_79,0,,,16,budget_exceeded,4,1,0,,1.00067,494,371699,576459,281149568,382,0,125,0,29,0,13,0,0,0.00000,0,0,0
grep,1,fatex_80,0,,,21,completed,24,1,0,,0.77535,362,292340,698970,192395776,109,0,63,0,52,22,112,0,0,0.00000,0,0,1
grep,1,fatex_82,0,,,7,completed,15,1,0,,0.11826,118,137387,194585,15907712,10,0,139,0,17,2,4,0,0,0.00000,0,0,0
grep,1,fatex_83,1,355,6,28,completed,0,0,1,0.15400,0.16269,152,200458,192894,28792576,28,0,113,0,24,7,24,0,0,0.00000,0,0,0
grep,1,fatex_84,1,141,1,15,completed,0,0,1,0.09876,0.10117,63,117625,206091,9641600,15,0,55,0,13,3,12,0,0,0.00000,0,0,0
grep,1,fatex_85,0,,,4,completed,8,1,0,,0.19624,100,114442,366498,27714560,49,0,51,0,23,0,0,0,0,0.00000,0,0,0
grep,1,fatex_86,0,,,18,completed,8,1,0,,0.39775,123,153774,708028,63561600,21,0,69,0,24,15,21,0,0,0.00000,0,0,0
grep,1,fatex_87,0,,,373,budget_exceeded,0,0,0,,1.00063,523,292700,1398779,202853248,373,0,67,0,19,93,1,0,0,0.00000,0,0,1
grep,1,fatex_88,0,,,23,completed,11,1,0,,0.37044,135,145983,658706,59129728,29,0,87,0,16,29,12,0,0,0.00000,0,0,0
grep,1,fatex_89,1,394,8,9,completed,0,0,1,0.16568,0.17029,81,156637,332386,19748224,9,0,59,0,27,3,6,0,0,0.00000,0,0,0
grep,1,fatex_90,0,,,4,budget_exceeded,0,0,0,,1.00024,630,238384,1280213,217287040,4,0,65,0,17,582,0,0,0,0.00000,0,0,1
grep,1,fatex_91,0,,,124,budget_exceeded,0,0,0,,1.00027,491,562604,1085242,220583296,124,0,149,0,115,9,144,0,0,0.00000,0,0,1
grep,1,fatex_92,0,,,2,completed,13,1,0,,0.19764,68,119724,436270,20971136,10,0,44,0,19,1,7,0,0,0.00000,0,0,0
grep,1,fatex_93,0,,,6,completed,22,1,0,,0.23600,116,105218,472336,31791488,16,0,102,0,26,16,0,0,0,0.00000,0,0,0
grep,1,fatex_94,0,,,13,completed,7,1,0,,0.48739,182,222670,699332,93000320,50,0,126,0,23,0,53,0,0,0.00000,0,0,0
grep,1,fatex_95,0,,,43,completed,20,1,0,,0.79812,233,575187,1248673,131415168,69,0,42,0,29,16,75,0,0,0.00000,0,0,1
grep,1,fatex_96,0,,,28,completed,18,1,0,,0.22702,122,87378,474683,29241344,37,0,33,0,20,0,29,0,0,0.00000,0,0,0
grep,1,fatex_97,0,,,144,budget_exceeded,1,1,0,,1.00039,497,552692,1051151,224531456,156,0,142,0,53,8,193,0,0,0.00000,0,0,1
grep,1,fatex_98,0,,,44,completed,24,1,0,,0.77113,198,362856,1485615,108700800,56,0,76,0,21,9,43,0,0,0.00000,0,0,0
grep,1,fatex_100,0,,,8,completed,8,1,0,,0.24310,92,141580,535343,26209152,9,0,123,0,18,7,0,0,0,0.00000,0,0,0
grep,2,fatex_1,1,277,1,4,completed,0,0,1,0.04992,0.05180,41,70551,113571,3615616,4,0,39,0,13,3,1,0,0,0.00000,0,0,0
grep,2,fatex_3,1,413,22,7,completed,0,0,1,0.12563,0.12961,68,134962,271513,12391424,7,0,64,0,22,3,6,0,0,0.00000,0,0,0
grep,2,fatex_4,1,469,6,17,completed,1,0,1,0.22745,0.24125,131,191676,372280,39350144,18,0,78,0,51,6,15,0,0,0.00000,0,0,0
grep,2,fatex_5,1,204,3,10,completed,0,0,1,0.07860,0.08078,72,111850,143322,8925184,10,0,63,0,20,1,9,0,0,0.00000,0,0,0
grep,2,fatex_6,1,267,8,5,completed,0,0,1,0.09672,0.09878,95,162305,144962,12665600,5,0,80,0,24,3,2,0,0,0.00000,0,0,0
grep,2,fatex_7,1,326,7,7,completed,0,0,1,0.07963,0.08219,65,126094,150204,8026752,7,0,53,0,23,1,6,0,0,0.00000,0,0,0
grep,2,fatex_8,1,159,6,4,completed,0,0,1,0.04108,0.04228,31,63937,95173,2387200,4,0,23,0,7,2,2,0,0,0.00000,0,0,0
grep,2,fatex_9,1,176,3,4,completed,0,0,1,0.04774,0.04955,43,87808,93066,3997952,4,0,47,0,10,1,3,0,0,0.00000,0,0,0
grep,2,fatex_10,1,708,27,68,completed,0,0,1,0.42371,0.43015,231,273411,475880,92365952,68,0,80,0,35,8,68,0,0,0.00000,0,0,0
grep,2,fatex_11,1,532,19,16,completed,0,0,1,0.19944,0.20258,76,128688,392332,26683904,16,0,66,0,22,2,16,0,0,0.00000,0,0,0
grep,2,fatex_12,1,806,76,69,completed,0,0,1,0.53163,0.54091,284,278940,532654,125971072,69,0,83,0,63,3,86,0,0,0.00000,0,0,0
grep,2,fatex_14,1,76,1,2,completed,0,0,1,0.02582,0.02712,40,56157,45985,2280576,2,0,45,0,19,1,1,0,0,0.00000,0,0,0
grep,2,fatex_16,1,288,5,34,completed,0,0,1,0.22647,0.23212,140,231727,341127,37199488,34,0,91,0,33,2,26,0,0,0.00000,0,0,0
grep,2,fatex_17,0,,,140,budget_exceeded,0,0,0,,1.00360,493,345392,589819,282178560,140,0,216,0,78,1,160,0,0,0.00000,0,0,0
grep,2,fatex_18,0,,,37,budget_exceeded,1,1,0,,1.00199,465,549472,1118830,218497408,124,0,116,0,87,10,166,0,0,0.00000,0,0,1
grep,2,fatex_19,0,,,107,budget_exceeded,0,0,0,,1.00221,426,671336,1142076,210156544,107,0,158,0,87,3,157,0,0,0.00000,0,0,1
grep,2,fatex_20,1,664,7,33,completed,0,0,1,0.29528,0.30122,138,224499,454143,50939392,33,0,95,0,20,1,33,0,0,0.00000,0,0,0
grep,2,fatex_21,1,102,1,5,completed,0,0,1,0.11595,0.11873,57,122563,251598,11114624,5,0,69,0,23,2,3,0,0,0.00000,0,0,0
grep,2,fatex_22,1,126,4,9,completed,0,0,1,0.05652,0.05825,63,88086,101276,6270848,9,0,49,0,17,3,7,0,0,0.00000,0,0,0
grep,2,fatex_24,1,784,37,30,completed,0,0,1,0.37706,0.38142,170,307530,467296,74114432,30,0,93,0,53,3,46,0,0,0.00000,0,0,0
grep,2,fatex_25,0,,,131,budget_exceeded,0,0,0,,1.00149,478,558589,957270,234017152,132,0,115,0,86,8,164,0,0,0.00000,0,0,1
grep,2,fatex_26,0,,,133,budget_exceeded,0,0,0,,1.00233,530,601067,946903,233229952,133,0,179,0,111,1,181,0,0,0.00000,0,0,1
grep,2,fatex_27,1,329,8,32,completed,1,0,1,0.23757,0.25218,154,217117,324266,46781824,34,0,104,0,45,4,38,0,0,0.00000,0,0,0
grep,2,fatex_28,0,,,57,completed,13,1,0,,0.76662,283,466425,995389,150932480,80,0,90,0,42,26,75,0,0,0.00000,0,0,1
grep,2,fatex_29,1,59,2,5,completed,0,0,1,0.04384,0.04506,85,91918,58027,5694208,5,0,111,0,20,2,3,0,0,0.00000,0,0,0
grep,2,fatex_30,1,93,1,5,completed,0,0,1,0.04099,0.04227,48,60842,84197,3633024,5,0,45,0,17,3,2,0,0,0.00000,0,0,0
grep,2,fatex_31,0,,,66,budget_exceeded,1,0,0,,1.00182,374,630607,1565536,169708288,67,0,197,0,104,8,94,0,0,0.00000,0,0,1
grep,2,fatex_32,0,,,96,budget_exceeded,1,0,0,,1.00010,419,583803,1140446,213943808,97,0,169,0,79,2,115,0,0,0.00000,0,0,1
grep,2,fatex_33,1,515,7,11,completed,0,0,1,0.28306,0.29120,100,203361,509705,42861312,11,0,93,0,32,4,10,0,0,0.00000,0,0,0
grep,2,fatex_34,0,,,185,budget_exceeded,0,0,0,,1.00041,623,493131,997204,232910976,185,0,137,0,120,4,224,0,0,0.00000,0,0,1
grep,2,fatex_35,1,6,1,1,completed,0,0,1,0.00105,0.00111,6,5383,1046,21120,1,0,2,0,2,0,1,0,0,0.00000,0,0,0
grep,2,fatex_36,1,179,5,17,completed,0,0,1,0.12223,0.12570,121,162968,151729,21571584,17,0,87,0,35,2,16,0,0,0.00000,0,0,0
grep,2,fatex_37,0,,,104,budget_exceeded,1,0,0,,1.10664,425,470006,1740786,197648000,104,0,125,0,92,3,132,0,0,0.00000,0,0,1
grep,2,fatex_38,1,179,15,101,completed,0,0,1,0.53879,0.55311,311,273083,485488,135338112,101,0,79,0,55,4,104,0,0,0.00000,0,0,0
grep,2,fatex_39,1,135,1,8,completed,0,0,1,0.14327,0.14613,100,178783,230163,20235520,8,0,92,0,33,4,6,0,0,0.00000,0,0,0
grep,2,fatex_40,1,141,5,9,completed,0,0,1,0.08240,0.08455,74,102188,161770,8908288,9,0,62,0,19,2,10,0,0,0.00000,0,0,0
grep,2,fatex_41,0,,,44,budget_exceeded,2,0,0,,1.00156,234,366163,2205771,118813824,44,0,135,0,56,6,74,0,0,0.00000,0,0,1
grep,2,fatex_42,1,826,64,52,completed,0,0,1,0.51306,0.52712,222,298330,542437,119098240,52,0,52,0,69,4,66,0,0,0.00000,0,0,0
grep,2,fatex_43,0,,,9,completed,17,1,0,,0.17704,109,110744,332806,24411520,18,0,60,0,30,7,8,0,0,0.00000,0,0,0
grep,2,fatex_44,0,,,73,budget_exceeded,2,1,0,,1.00118,433,599571,1164351,211152000,120,0,155,0,80,9,163,0,0,0.00000,0,0,1
grep,2,fatex_45,1,657,25,94,completed,1,0,1,0.69117,0.71875,309,317200,606221,180215936,96,0,84,0,54,0,99,0,0,0.00000,0,0,0
grep,2,fatex_46,1,71,1,5,completed,0,0,1,0.03554,0.03674,46,74075,59788,3438464,5,0,43,0,10,1,4,0,0,0.00000,0,0,0
grep,2,fatex_47,0,,,112,budget_exceeded,0,0,0,,1.00047,540,663736,1009652,223158400,112,0,180,0,164,3,166,0,0,0.00000,0,0,1
grep,2,fatex_48,1,176,5,56,completed,1,0,1,0.21647,0.22365,196,189589,232171,47177344,57,0,70,0,37,2,57,0,0,0.00000,0,0,0
grep,2,fatex_49,1,235,6,5,completed,0,0,1,0.04030,0.04199,40,59509,88187,3200896,5,0,33,0,15,1,4,0,0,0.00000,0,0,0
grep,2,fatex_50,0,,,116,budget_exceeded,0,0,0,,1.00165,470,517665,1149437,216903680,117,0,135,0,92,44,116,0,0,0.00000,0,0,1
grep,2,fatex_51,1,118,4,4,completed,0,0,1,0.05063,0.05228,45,101718,91116,4472576,4,0,31,0,13,1,3,0,0,0.00000,0,0,0
grep,2,fatex_52,1,83,1,6,completed,0,0,1,0.08683,0.08882,86,130181,141624,11049472,6,0,85,0,30,1,5,0,0,0.00000,0,0,0
grep,2,fatex_53,1,968,50,72,completed,1,0,1,0.66716,0.67120,333,473723,680204,148006912,72,0,111,0,101,0,94,0,0,0.00000,0,0,1
grep,2,fatex_54,1,109,1,3,completed,0,0,1,0.03548,0.03675,34,57476,79021,2347392,3,0,35,0,8,1,2,0,0,0.00000,0,0,0
grep,2,fatex_55,1,190,1,6,completed,0,0,1,0.09715,0.09961,88,115280,189236,10887296,6,0,112,0,23,5,1,0,0,0.00000,0,0,0
grep,2,fatex_56,0,,,39,completed,30,1,0,,0.71292,264,410160,1108863,123219968,81,0,95,0,58,10,32,0,0,0.00000,0,0,1
grep,2,fatex_57,1,171,2,7,completed,0,0,1,0.06219,0.06462,63,102171,108726,7097344,7,0,50,0,21,1,5,0,0,0.00000,0,0,0
grep,2,fatex_58,0,,,139,budget_exceeded,0,0,0,,1.00038,501,587157,1043534,223566464,139,0,115,0,88,8,165,0,0,0.00000,0,0,1
grep,2,fatex_59,1,233,15,14,completed,0,0,1,0.09790,0.10035,84,128738,164408,12960768,14,0,52,0,25,3,11,0,0,0.00000,0,0,0
grep,2,fatex_61,0,,,108,budget_exceeded,0,0,0,,1.00472,493,500968,919901,241790720,108,0,168,0,92,9,201,0,0,0.00000,0,0,1
grep,2,fatex_62,0,,,71,budget_exceeded,1,1,0,,1.00066,525,668608,1004477,223500672,125,0,137,0,116,16,169,0,0,0.00000,0,0,1
grep,2,fatex_64,1,974,83,46,completed,2,0,1,0.45964,0.48418,202,273329,586077,100647168,48,0,97,0,46,12,41,0,0,0.00000,0,0,0
grep,2,fatex_65,0,,,34,budget_exceeded,17,1,0,,1.00076,502,547566,949670,235067392,139,0,156,0,85,2,171,0,0,0.00000,0,0,1
grep,2,fatex_66,1,1313,33,84,budget_exceeded,2,0,1,0.99596,1.00125,356,476674,1498919,183863936,85,0,162,0,69,11,108,0,0,0.00000,0,0,1
grep,2,fatex_67,1,289,7,11,completed,0,0,1,0.13327,0.13739,92,153692,237622,17619584,11,0,74,0,20,1,12,0,0,0.00000,0,0,0
grep,2,fatex_68,1,399,6,5,completed,0,0,1,0.12709,0.13081,83,175775,228827,15048192,5,0,85,0,32,2,3,0,0,0.00000,0,0,0
grep,2,fatex_69,1,457,9,26,completed,0,0,1,0.15243,0.15612,122,150506,246224,23610752,26,0,74,0,22,2,27,0,0,0.00000,0,0,0
grep,2,fatex_70,1,29,1,2,completed,0,0,1,0.00899,0.00950,17,19277,20733,354688,2,0,17,0,6,1,1,0,0,0.00000,0,0,0
grep,2,fatex_71,0,,,15,completed,11,1,0,,0.31110,196,187019,439721,57783168,47,0,90,0,35,3,51,0,0,0.00000,0,0,0
grep,2,fatex_72,0,,,35,completed,15,1,0,,0.38477,169,232641,575160,68270208,39,0,80,0,30,1,42,0,0,0.00000,0,0,0
grep,2,fatex_73,0,,,20,budget_exceeded,3,1,0,,1.00017,498,433935,895343,245973248,149,0,154,0,60,4,167,0,0,0.00000,0,0,1
grep,2,fatex_74,0,,,26,budget_exceeded,11,1,0,,1.00251,481,324152,579616,283870208,341,0,124,0,28,0,32,0,0,0.00000,0,0,0
grep,2,fatex_76,1,481,15,8,completed,0,0,1,0.11011,0.11240,71,155388,196020,12771712,8,0,40,0,35,3,5,0,0,0.00000,0,0,0
grep,2,fatex_78,0,,,16,completed,11,1,0,,0.21810,141,170129,371377,32247296,22,0,113,0,32,0,21,0,0,0.00000,0,0,0
grep,2,fatex_79,0,,,6,completed,8,1,0,,0.08652,65,98755,171382,8825600,10,0,86,0,13,0,8,0,0,0.00000,0,0,0
grep,2,fatex_80,0,,,11,completed,11,1,0,,0.16758,107,125600,316613,21908352,21,0,57,0,21,5,17,0,0,0.00000,0,0,0
grep,2,fatex_82,0,,,3,completed,9,1,0,,0.09254,114,82168,151437,13798144,33,0,102,0,14,0,5,0,0,0.00000,0,0,0
grep,2,fatex_83,1,446,6,18,completed,0,0,1,0.18199,0.18495,122,228037,252875,29362688,18,0,86,0,32,3,19,0,0,0.00000,0,0,0
grep,2,fatex_84,1,108,1,7,completed,0,0,1,0.07322,0.07509,64,87536,149175,7523968,7,0,51,0,22,1,6,0,0,0.00000,0,0,0
grep,2,fatex_85,0,,,40,budget_exceeded,0,0,0,,1.00049,348,218929,1528683,193502336,40,0,49,0,17,260,6,0,0,0.00000,0,0,1
grep,2,fatex_86,0,,,63,budget_exceeded,1,1,0,,1.00029,407,389464,1346357,203137024,82,0,146,0,62,104,82,0,0,0.00000,0,0,1
grep,2,fatex_87,0,,,40,budget_exceeded,10,1,0,,1.00222,277,611571,1557944,171561472,121,0,52,0,12,38,69,0,0,0.00000,0,0,1
grep,2,fatex_88,1,951,68,129,completed,2,0,1,0.97789,0.99610,476,500859,924394,238267776,131,0,121,0,110,7,144,0,0,0.00000,0,0,1
grep,2,fatex_89,1,591,2,14,completed,0,0,1,0.23711,0.24080,104,243544,359677,37853696,14,0,66,0,38,3,22,0,0,0.00000,0,0,0
grep,2,fatex_90,0,,,9,completed,11,1,0,,0.55731,73,232299,1530024,34423296,14,0,38,0,26,8,2,0,0,0.00000,0,0,0
grep,2,fatex_91,0,,,107,budget_exceeded,0,0,0,,1.00245,416,592686,1215999,206783360,107,0,149,0,79,9,123,0,0,0.00000,0,0,1
grep,2,fatex_92,0,,,8,completed,11,1,0,,0.26410,89,159027,557899,30580608,17,0,54,0,22,1,13,0,0,0.00000,0,0,0
grep,2,fatex_93,0,,,3,completed,7,1,0,,0.11519,46,48729,319176,6783488,6,0,38,0,16,0,0,0,0,0.00000,0,0,0
grep,2,fatex_94,0,,,18,completed,16,1,0,,0.21596,106,115375,407625,30596096,29,0,41,0,17,0,26,0,0,0.00000,0,0,0
